iter	Logloss	Accuracy
0	0.6747012483	0.81
1	0.6577240183	0.81
2	0.6414793896	0.80875
3	0.6264126975	0.80875
4	0.6123308125	0.815
5	0.5995942553	0.815
6	0.5882008661	0.815
7	0.5799672634	0.8075
8	0.5691237513	0.8075
9	0.5591153711	0.815
10	0.5503010449	0.81
11	0.5437326558	0.8125
12	0.5363435143	0.81125
13	0.5297488032	0.81125
14	0.5232544982	0.81375
15	0.5164094743	0.81125
16	0.5124730359	0.81375
17	0.506133758	0.81375
18	0.4995890761	0.815
19	0.4943899588	0.8075
20	0.4876171374	0.81125
21	0.4844663251	0.8075
22	0.4818355885	0.80875
23	0.4789883389	0.8075
24	0.4756673665	0.80875
25	0.4692099616	0.8075
26	0.4655572304	0.81
27	0.4619080617	0.81
28	0.4589757801	0.8075
29	0.4554008374	0.80875
30	0.4505549023	0.81125
31	0.4476369769	0.8125
32	0.4444519484	0.8125
33	0.4425621762	0.8125
34	0.4409214716	0.8125
35	0.4401064295	0.8125
36	0.4383734547	0.81375
37	0.4372400812	0.81375
38	0.4360608049	0.81375
39	0.4344359842	0.8125
40	0.4321707501	0.8125
41	0.4310762189	0.8125
42	0.4298320723	0.81375
43	0.4276892847	0.81375
44	0.426114174	0.81375
45	0.4255107765	0.81375
46	0.4249117227	0.81375
47	0.4235086958	0.815
48	0.4222092363	0.81375
49	0.4199935767	0.81625
50	0.419078632	0.81625
51	0.4179125867	0.81625
52	0.4168717652	0.8175
53	0.415468142	0.8175
54	0.4151727759	0.8175
55	0.4149846034	0.8175
56	0.4132991991	0.82
57	0.4131213211	0.82
58	0.4129299011	0.82125
59	0.4126817449	0.82125
60	0.4125854759	0.82125
61	0.4125015581	0.82125
62	0.4110809317	0.82125
63	0.4088542375	0.82375
64	0.4077339676	0.825
65	0.4062975477	0.82375
66	0.4061533124	0.82375
67	0.4061306538	0.8225
68	0.404802373	0.8225
69	0.4041704902	0.825
70	0.4039049377	0.82375
71	0.4038863022	0.82375
72	0.4036042209	0.825
73	0.4032655222	0.82375
74	0.403194827	0.82375
75	0.4028230318	0.825
76	0.4028095659	0.825
77	0.4017798037	0.825
78	0.4012773327	0.825
79	0.4011771716	0.82625
80	0.3999956223	0.82625
81	0.397872544	0.82625
82	0.397408598	0.8275
83	0.3966167545	0.8275
84	0.3959879569	0.82875
85	0.3951458761	0.83
86	0.3944784412	0.83
87	0.3935368888	0.83
88	0.3932963618	0.83
89	0.3930009041	0.83
90	0.3928015209	0.8325
91	0.3923360471	0.83375
92	0.3921366185	0.835
93	0.3915222128	0.835
94	0.3910034921	0.83625
95	0.3905039475	0.83625
96	0.3898178133	0.835
97	0.3895843842	0.8375
98	0.3891648741	0.8375
99	0.3884074749	0.835
100	0.388350089	0.835
101	0.3877866954	0.8375
102	0.3876846553	0.8375
103	0.3872504371	0.83875
104	0.3868121687	0.83875
105	0.3866482876	0.83875
106	0.3863544308	0.83875
107	0.3860636077	0.83875
108	0.3857309785	0.83875
109	0.3852940416	0.83875
110	0.385057109	0.83875
111	0.3842643443	0.84125
112	0.3839144008	0.84125
113	0.3837693974	0.84125
114	0.3833362669	0.84
115	0.3832013509	0.8425
116	0.3823850746	0.84125
117	0.3819142036	0.8425
118	0.3816272011	0.84125
119	0.3813145227	0.84375
120	0.3808235811	0.84375
121	0.3808228518	0.84375
122	0.38075671	0.845
123	0.3804485715	0.84625
124	0.3799476248	0.84625
125	0.3798150542	0.84625
126	0.3795559774	0.845
127	0.3793942473	0.845
128	0.3789760966	0.8425
129	0.3783071351	0.845
130	0.3780078721	0.84625
131	0.3774547474	0.845
132	0.3774113573	0.845
133	0.3773733441	0.845
134	0.3771373092	0.845
135	0.3768343864	0.845
136	0.3762703416	0.845
137	0.376270169	0.845
138	0.3762467807	0.845
139	0.3759355314	0.84625
140	0.3752900186	0.8475
141	0.3752898845	0.8475
142	0.375266063	0.84625
143	0.3748535433	0.84875
144	0.3743217795	0.8475
145	0.3740135666	0.84875
146	0.3734366801	0.85
147	0.3732131157	0.85
148	0.3727904457	0.84875
149	0.3727903899	0.84875
150	0.3719751536	0.85
151	0.3718501369	0.85
152	0.3718501199	0.85
153	0.3716181578	0.85
154	0.3705849692	0.85
155	0.3701326895	0.85
156	0.3699253453	0.85
157	0.3698827655	0.85
158	0.3697010917	0.85
159	0.3694423882	0.85
160	0.3691469128	0.85
161	0.3689679005	0.85
162	0.368533291	0.85125
163	0.368488542	0.85
164	0.3682057925	0.85125
165	0.3682057912	0.85125
166	0.3680863367	0.85125
167	0.3679077471	0.85125
168	0.367878024	0.85125
169	0.3674972719	0.85125
170	0.3671262478	0.8525
171	0.3660443334	0.85125
172	0.3660271218	0.85125
173	0.3656477784	0.85375
174	0.3656473617	0.85375
175	0.3656473414	0.85375
176	0.3654066517	0.8525
177	0.3652346102	0.85125
178	0.3652346054	0.85125
179	0.3649056487	0.8525
180	0.3645134951	0.85125
181	0.3643976345	0.85125
182	0.3639667225	0.8525
183	0.3634267054	0.8525
184	0.3632361707	0.8525
185	0.3630180738	0.8525
186	0.3628886862	0.8525
187	0.3627910728	0.85375
188	0.362790697	0.85375
189	0.3627617939	0.855
190	0.3621564276	0.85375
191	0.3619110351	0.855
192	0.3612601147	0.85375
193	0.3604079416	0.855
194	0.3601598805	0.85375
195	0.359722392	0.855
196	0.3593345385	0.85625
197	0.3589233398	0.85625
198	0.3586144998	0.85625
199	0.3585343834	0.8575
200	0.3585341084	0.8575
201	0.3583284727	0.8575
202	0.3582333664	0.8575
203	0.3577720309	0.85875
204	0.357628436	0.85875
205	0.3566554842	0.8575
206	0.356271255	0.85875
207	0.355747331	0.86
208	0.3550048459	0.85875
209	0.3548044091	0.85875
210	0.3546207212	0.85875
211	0.3541955138	0.85875
212	0.3541666455	0.85875
213	0.3536265368	0.85875
214	0.3531625232	0.85875
215	0.3524587823	0.85875
216	0.3524584034	0.85875
217	0.3521105222	0.85875
218	0.3516459457	0.86125
219	0.3516199799	0.86125
220	0.3514141258	0.86125
221	0.3511878158	0.86125
222	0.3510222345	0.86125
223	0.3508727102	0.86125
224	0.3504504397	0.8625
225	0.3504504371	0.8625
226	0.3500862584	0.86375
227	0.349577026	0.86375
228	0.3495530617	0.865
229	0.3493502886	0.86625
230	0.3489616643	0.8675
231	0.3489262742	0.8675
232	0.3488611468	0.8675
233	0.3486753079	0.86625
234	0.3485459529	0.86625
235	0.3482815127	0.8675
236	0.3480920572	0.86875
237	0.3479062511	0.86875
238	0.3477091568	0.87
239	0.3476876196	0.87
240	0.3476592072	0.87
241	0.347598266	0.87
242	0.3475979498	0.87
243	0.3470510186	0.87125
244	0.3467851972	0.87125
245	0.3467658632	0.87125
246	0.3465753658	0.87125
247	0.3464615518	0.87125
248	0.3463044138	0.87125
249	0.3461027758	0.87125
250	0.3460391884	0.87125
251	0.3460389772	0.87125
