iter	Logloss	Accuracy
0	0.6745162204	0.8125
1	0.6563734723	0.8175
2	0.639366503	0.81375
3	0.6245037101	0.81875
4	0.6100944723	0.8175
5	0.5969006671	0.8175
6	0.5850694915	0.82125
7	0.5733859313	0.82125
8	0.5628595383	0.82
9	0.5515333938	0.8225
10	0.5427606476	0.82375
11	0.5328784336	0.82375
12	0.5250346195	0.82375
13	0.5173265764	0.8225
14	0.5101425859	0.82375
15	0.5036111958	0.8225
16	0.500177069	0.8225
17	0.4967133829	0.81625
18	0.4917034871	0.81625
19	0.4881992966	0.8175
20	0.484098241	0.8175
21	0.4816700863	0.81625
22	0.4793961453	0.82
23	0.474758836	0.82125
24	0.4727836099	0.82125
25	0.4688446696	0.82125
26	0.4666698783	0.82
27	0.4644309524	0.81875
28	0.4617126513	0.81875
29	0.4590898592	0.81875
30	0.4558809442	0.81875
31	0.4531771697	0.81875
32	0.451073612	0.81875
33	0.4463337915	0.82
34	0.4450389753	0.82
35	0.4424179764	0.82
36	0.4391453245	0.82
37	0.4376456364	0.82
38	0.4365879032	0.81875
39	0.4333197619	0.82125
40	0.4328273056	0.82125
41	0.4298094652	0.82125
42	0.4280751256	0.82
43	0.4261941471	0.82125
44	0.4250568585	0.82
45	0.4229953363	0.81875
46	0.4217470469	0.81875
47	0.4200290022	0.81875
48	0.4188136558	0.82
49	0.4184224657	0.82
50	0.4168937957	0.81875
51	0.4162917672	0.81875
52	0.4140355657	0.82
53	0.4128979724	0.82
54	0.4106761513	0.82125
55	0.4082068918	0.82125
56	0.4069346762	0.82125
57	0.4062585268	0.8225
58	0.4048702216	0.825
59	0.4043215646	0.825
60	0.4034493364	0.825
61	0.4034192231	0.82625
62	0.4028976094	0.825
63	0.4018124183	0.82625
64	0.4017803872	0.82625
65	0.4005325334	0.8275
66	0.3995351781	0.8275
67	0.3986774127	0.8275
68	0.3977008667	0.82875
69	0.3963611687	0.83
70	0.3959056275	0.83
71	0.3958893717	0.83
72	0.3947206794	0.83
73	0.3942766641	0.83
74	0.3939898318	0.83
75	0.3929325423	0.83
76	0.3924526056	0.83125
77	0.3920675616	0.83125
78	0.3917515946	0.83125
79	0.3917412105	0.83125
80	0.3910201022	0.83125
81	0.3910109863	0.83125
82	0.3905710468	0.83125
83	0.3898730316	0.8325
84	0.3894739553	0.8325
85	0.3888734143	0.8325
86	0.3888064676	0.8325
87	0.3888002804	0.8325
88	0.3885618958	0.8325
89	0.3883746521	0.8325
90	0.3874484749	0.83375
91	0.3868740947	0.83375
92	0.3865642757	0.83375
93	0.3862973865	0.835
94	0.3857412021	0.835
95	0.3853034886	0.835
96	0.3844596615	0.835
97	0.3841848471	0.835
98	0.3838365933	0.835
99	0.3831236211	0.83625
100	0.3824723265	0.83875
101	0.3821193927	0.83875
102	0.3816172367	0.8375
103	0.381180697	0.83875
104	0.3809196152	0.83875
105	0.3805632361	0.84
106	0.3799305057	0.8375
107	0.3791768696	0.83875
108	0.3788138582	0.83875
109	0.3787212218	0.83875
110	0.378055482	0.83875
111	0.3775934501	0.84
112	0.3772672817	0.84
113	0.3772430393	0.84
114	0.3771015209	0.83875
115	0.3769032332	0.84
116	0.3766114889	0.83875
117	0.3765439235	0.84
118	0.3765373935	0.84
119	0.3763149476	0.84125
120	0.3757862736	0.84375
121	0.3756057607	0.84375
122	0.375463863	0.84375
123	0.3752799048	0.84375
