iter	Passed	Remaining
945	2615	149
946	2619	146
947	2621	143
948	2625	141
949	2628	138
950	2630	135
951	2633	132
952	2635	129
953	2638	127
954	2641	124
955	2644	121
956	2746	123
957	2749	120
958	2755	117
959	2757	114
960	2759	111
961	2763	109
962	2765	106
963	2768	103
964	2770	100
965	2773	97
966	2775	94
967	2778	91
968	2781	88
969	2784	86
970	2787	83
971	2790	80
972	2792	77
973	2796	74
974	2799	71
975	2801	68
976	2804	66
977	2807	63
978	2810	60
979	2812	57
980	2815	54
981	2817	51
982	2820	48
983	2823	45
984	2825	43
985	2828	40
986	2831	37
987	2833	34
988	2836	31
989	2838	28
990	2842	25
991	2845	22
992	2848	20
993	2851	17
994	2853	14
995	2856	11
996	2859	8
997	2862	5
998	2864	2
999	2867	0
