iter	Logloss	Accuracy
238	0.3655441756	0.84625
239	0.3652872974	0.84625
240	0.3652483702	0.84625
241	0.3651969387	0.84625
242	0.3651608234	0.84625
243	0.3649890393	0.84625
244	0.364475831	0.84625
245	0.3643236984	0.84625
246	0.3641792263	0.84625
247	0.3638030086	0.84625
248	0.3635298348	0.84625
249	0.3629867695	0.84625
250	0.3627090309	0.84625
251	0.3626437067	0.84625
252	0.3625453396	0.84625
253	0.3622995	0.84625
254	0.3622160776	0.8475
255	0.3619679357	0.8475
256	0.3619310407	0.8475
257	0.361899846	0.8475
258	0.3615459502	0.85
259	0.3615274785	0.85
260	0.3614077801	0.85
261	0.3609221122	0.85
262	0.360840681	0.85
263	0.3608108774	0.85
264	0.3606210517	0.85
265	0.3602584339	0.85
266	0.3601358473	0.85
267	0.359954279	0.85
268	0.3599000528	0.85
269	0.3598736808	0.85
270	0.3597568649	0.85
271	0.3595628121	0.85
272	0.3594830011	0.85
273	0.3594630484	0.85
274	0.3589404766	0.84875
275	0.358748895	0.84875
276	0.3584712958	0.84875
277	0.3581517225	0.84875
278	0.3580596587	0.84875
279	0.35799287	0.84875
280	0.3577604229	0.84875
281	0.3576705479	0.84875
282	0.3575210094	0.85
283	0.3573216704	0.85
284	0.3573033549	0.85
285	0.3565017147	0.84875
286	0.3561541858	0.84875
287	0.3559938402	0.85
288	0.3558779531	0.85
289	0.3558056308	0.85
290	0.3556082821	0.84875
291	0.355436571	0.85
292	0.3547743832	0.85
293	0.354444472	0.85
294	0.3541644282	0.85
295	0.3539855457	0.85
296	0.3538017699	0.85
297	0.3533565959	0.85
298	0.3531069218	0.85125
299	0.3529265264	0.85125
300	0.3528369122	0.85125
301	0.3527954201	0.85125
302	0.3521591376	0.85375
303	0.3518889107	0.85375
304	0.3517327185	0.85375
305	0.3517019661	0.85375
306	0.3514643773	0.8525
307	0.3512089662	0.855
308	0.3510955107	0.855
309	0.3509867774	0.855
310	0.3506738074	0.855
311	0.3499965181	0.855
312	0.3496484231	0.855
313	0.3493421246	0.85625
314	0.3493186416	0.85625
315	0.3491939082	0.85625
316	0.3489420526	0.85625
317	0.3488007758	0.85625
318	0.348259684	0.855
319	0.3478270274	0.855
320	0.3477318655	0.855
321	0.3475208807	0.85625
322	0.3469567148	0.85625
323	0.3468461939	0.85625
324	0.3464534289	0.855
325	0.3464330031	0.855
326	0.346270048	0.85625
327	0.3462499254	0.85625
328	0.3461958195	0.85625
329	0.3458924793	0.85625
330	0.3455938499	0.85625
331	0.3453858584	0.85625
332	0.34520485	0.85625
333	0.3451348614	0.85625
334	0.3448741302	0.85625
335	0.3447206796	0.85625
336	0.344593866	0.85625
337	0.3442559952	0.8575
338	0.3441761778	0.85875
339	0.3440236083	0.85875
340	0.3436785514	0.85875
341	0.3435866805	0.86
342	0.3435164049	0.86
343	0.3434490957	0.86
344	0.3432211025	0.86
345	0.3431584373	0.86
346	0.3424407646	0.85875
347	0.3420650763	0.8625
348	0.3415053281	0.8625
349	0.3414851596	0.8625
350	0.3411709041	0.86125
351	0.3410381107	0.86125
352	0.3409587509	0.86125
353	0.3407630717	0.8625
354	0.3406261028	0.8625
355	0.3404881755	0.8625
356	0.3402450295	0.86125
357	0.3401846459	0.86125
358	0.3399014208	0.86
359	0.3396469262	0.86
360	0.3395989284	0.86
361	0.3391618754	0.86
362	0.338897425	0.86
363	0.3387945946	0.86125
364	0.3387454005	0.86125
365	0.3383745676	0.86125
366	0.3382966945	0.86125
367	0.3380485269	0.86
368	0.3379407415	0.86
369	0.3376698437	0.86
370	0.3373517428	0.86125
371	0.3373079778	0.86125
372	0.3372749274	0.86125
373	0.3368094671	0.86375
374	0.3363233612	0.865
375	0.3356141454	0.865
376	0.3352439693	0.865
377	0.3351292491	0.865
378	0.3348586154	0.86625
379	0.3347527299	0.86625
380	0.3346205837	0.8675
381	0.334511544	0.8675
382	0.3343909571	0.8675
383	0.3343405643	0.8675
384	0.3339284602	0.86875
385	0.3335733675	0.86875
386	0.3335144718	0.86875
387	0.3331050863	0.8675
388	0.3329264604	0.8675
389	0.3328261913	0.8675
390	0.3327598593	0.8675
391	0.3321621768	0.86875
392	0.3317750819	0.8675
393	0.3316699526	0.8675
394	0.3315081131	0.8675
395	0.3310525863	0.87
396	0.3308001879	0.86875
397	0.330549949	0.86875
398	0.3303897002	0.86875
399	0.3297711983	0.87375
400	0.3296865191	0.87375
401	0.3294204747	0.875
402	0.3292614555	0.875
403	0.3292577972	0.875
404	0.3291348761	0.875
405	0.3290105457	0.875
406	0.3284349439	0.87625
407	0.3282664829	0.87625
408	0.3279137081	0.87625
409	0.3273059463	0.87625
410	0.3271889784	0.87625
411	0.326886666	0.8775
412	0.3265994145	0.8775
413	0.3264924084	0.8775
414	0.3264113875	0.8775
415	0.3256084743	0.87625
416	0.3254610784	0.8775
417	0.3250384093	0.88
418	0.3245622094	0.8825
419	0.3240943712	0.885
420	0.3239283586	0.88625
421	0.3233508836	0.8875
422	0.3229939853	0.8875
423	0.3229030596	0.8875
424	0.3222238749	0.88875
425	0.3221531396	0.88875
426	0.3219279018	0.88875
427	0.3216421943	0.8875
428	0.3211082598	0.8875
429	0.3209194799	0.8875
430	0.3205329506	0.88875
431	0.3204405124	0.88875
432	0.3204086517	0.88875
433	0.3203560345	0.88875
434	0.3200431381	0.89
435	0.3199629236	0.88875
436	0.319257674	0.89
437	0.3192300629	0.89
438	0.3190459156	0.89
439	0.3185111656	0.89
440	0.3181455069	0.89
441	0.317706215	0.88875
442	0.3175529342	0.89
443	0.3174280238	0.88875
444	0.3171409206	0.89
445	0.3170533445	0.89
446	0.3168535829	0.89
447	0.3166355965	0.89
448	0.3163959872	0.89
449	0.3162458829	0.89
450	0.316209082	0.89
451	0.3156330317	0.88875
452	0.3153344707	0.89125
453	0.3152101459	0.89125
454	0.3149365533	0.89
455	0.3147541553	0.89
456	0.314547557	0.89125
457	0.3144385531	0.89125
458	0.314408012	0.89125
459	0.3138651507	0.89125
460	0.3135653542	0.89125
461	0.3134936456	0.89125
462	0.3132095427	0.89125
463	0.3131463299	0.89125
464	0.3130729792	0.89125
465	0.3130256413	0.89125
466	0.3128670192	0.89125
467	0.3123805386	0.89125
468	0.3122640015	0.89125
469	0.3120665618	0.89125
470	0.3120367783	0.89125
471	0.311792758	0.89125
472	0.3114482456	0.89125
473	0.3112226801	0.89125
474	0.310864695	0.89125
475	0.31065695	0.89
476	0.3104891275	0.89
477	0.3102611662	0.89
478	0.3102381398	0.89
479	0.3100962694	0.89
480	0.3097428683	0.89
481	0.3093407836	0.89
482	0.3092424316	0.89
483	0.3088940931	0.89
484	0.3088581211	0.89
485	0.3088416673	0.89
486	0.3084131312	0.89125
487	0.3081006167	0.89125
488	0.3079599609	0.89125
489	0.307644593	0.89125
490	0.3073080363	0.89
491	0.307175055	0.89
492	0.3070616428	0.89
493	0.3066265408	0.89125
494	0.3064593865	0.89125
495	0.306022213	0.8925
496	0.30589709	0.8925
497	0.3058874471	0.8925
498	0.3058314847	0.8925
499	0.3055594175	0.8925
500	0.3053816111	0.8925
501	0.3052187143	0.8925
502	0.3051378807	0.8925
503	0.3049386623	0.8925
504	0.3046997254	0.8925
505	0.3044122786	0.89125
506	0.3043366424	0.8925
507	0.3039548959	0.89125
508	0.3037516066	0.8925
509	0.3035976524	0.8925
510	0.3031861329	0.8925
511	0.3027233786	0.8925
512	0.3026763046	0.8925
513	0.3026375276	0.8925
514	0.302301782	0.8925
515	0.302005023	0.8925
516	0.301921229	0.8925
517	0.3018454028	0.8925
518	0.3016792082	0.8925
519	0.3013371651	0.89375
520	0.3011179578	0.89375
521	0.3008273058	0.89375
522	0.300820406	0.89375
523	0.300578991	0.89375
524	0.3001533985	0.89375
525	0.3000585962	0.89375
526	0.2998916673	0.89375
527	0.2995587922	0.895
528	0.2995362867	0.895
529	0.2994454588	0.895
530	0.2991991675	0.895
531	0.2989736072	0.895
532	0.2986981286	0.89625
533	0.2986264493	0.89625
534	0.298599249	0.89625
535	0.2981849786	0.8975
536	0.2981328076	0.8975
537	0.297968099	0.8975
538	0.2976464307	0.8975
539	0.2975607644	0.8975
540	0.297063562	0.8975
541	0.2967307481	0.8975
542	0.2966296892	0.8975
543	0.2966075908	0.8975
544	0.2965750265	0.8975
545	0.2965068309	0.8975
546	0.2962591059	0.8975
547	0.2961555875	0.8975
548	0.2960756236	0.8975
549	0.2960202556	0.8975
550	0.2959007939	0.8975
551	0.2957875545	0.8975
552	0.2957376299	0.8975
553	0.2955834474	0.8975
554	0.2953566406	0.8975
555	0.2952414551	0.8975
556	0.2952155225	0.8975
557	0.2950339109	0.8975
558	0.2949609087	0.8975
559	0.2946435559	0.8975
560	0.2945632539	0.8975
561	0.2941382924	0.8975
562	0.2941220518	0.8975
563	0.2940741425	0.8975
564	0.2938970521	0.89875
565	0.2935880286	0.8975
566	0.2934073405	0.8975
567	0.2932125903	0.8975
568	0.2930857993	0.8975
569	0.2928557514	0.8975
570	0.2927754687	0.89875
571	0.2925916547	0.89875
572	0.2925716542	0.89875
573	0.2925287863	0.89875
574	0.2924296004	0.89875
575	0.2918227825	0.89875
576	0.2913310215	0.89875
577	0.2909169777	0.9
578	0.2907739642	0.9
579	0.2905289749	0.9025
580	0.2905132018	0.90125
581	0.290402411	0.90125
582	0.289973662	0.90125
583	0.2897790134	0.90125
584	0.2896090105	0.90125
585	0.2894250947	0.90125
586	0.2891478194	0.90125
587	0.2889110682	0.90125
588	0.2887423028	0.90125
589	0.2887099422	0.90125
590	0.2886095824	0.90125
591	0.2885896053	0.90125
592	0.2885168576	0.90125
593	0.2884967177	0.90125
594	0.2883281569	0.90125
595	0.2882632869	0.90125
596	0.2881844119	0.90125
597	0.2881007289	0.90125
598	0.2880117871	0.90125
599	0.2879294685	0.9025
600	0.2876234845	0.9025
601	0.2874980671	0.9025
602	0.2873036864	0.90375
603	0.2872563954	0.90375
604	0.2871522438	0.90375
605	0.2868705045	0.90375
606	0.2866149005	0.90375
607	0.2864763286	0.90375
608	0.2864499691	0.90375
609	0.2860600807	0.9025
610	0.285697368	0.9025
611	0.2855254339	0.9025
612	0.2852817397	0.9025
613	0.2850363507	0.9025
614	0.2849890735	0.9025
615	0.28471348	0.9025
616	0.2846905037	0.9025
617	0.2846593823	0.9025
618	0.2844342203	0.90375
619	0.2842430143	0.905
620	0.2840819621	0.905
621	0.2839358295	0.905
622	0.2838418766	0.905
623	0.283667159	0.90375
624	0.2836146536	0.90375
625	0.2833316359	0.90375
626	0.2832308024	0.90375
627	0.2831840487	0.90375
628	0.2831161496	0.90375
629	0.2829944169	0.90375
630	0.2829540485	0.90375
631	0.2828005991	0.90375
632	0.2823929738	0.905
633	0.2822916815	0.905
634	0.2822240312	0.905
635	0.2820718085	0.905
636	0.2820223944	0.905
637	0.2819133517	0.905
638	0.2816577804	0.905
639	0.2815685307	0.90375
640	0.2814930986	0.90375
641	0.2812570172	0.90375
642	0.281036503	0.90375
643	0.2806460566	0.90375
644	0.2805036781	0.90375
645	0.2804761627	0.90375
646	0.2804244253	0.90375
647	0.280308185	0.90375
648	0.2799912633	0.9025
649	0.2798935101	0.90375
650	0.2798616596	0.9025
651	0.2796818549	0.9025
652	0.2796274344	0.9025
653	0.2795399824	0.9025
654	0.2794557996	0.9025
655	0.2791536942	0.90375
656	0.2790390264	0.90375
657	0.2786391137	0.9025
658	0.2785928215	0.90375
659	0.2784755642	0.90375
660	0.2784174706	0.90375
661	0.2783951331	0.90375
662	0.2781999468	0.90375
663	0.2778671343	0.90375
664	0.2777307957	0.90375
665	0.2776367171	0.90375
666	0.2775360426	0.90375
667	0.2775028334	0.90375
668	0.277453354	0.905
669	0.2772996018	0.90375
670	0.2771847756	0.905
671	0.2770060917	0.905
672	0.2769198965	0.905
673	0.2768134953	0.905
674	0.2767887876	0.905
675	0.2767190044	0.905
676	0.2765404784	0.905
677	0.2764320349	0.905
678	0.2763569467	0.905
679	0.2761078463	0.90625
680	0.2759961703	0.90625
681	0.2759070193	0.905
682	0.2757607504	0.905
683	0.2757222155	0.905
684	0.2755948451	0.905
685	0.2755049672	0.905
686	0.275402999	0.905
687	0.2753042288	0.9075
688	0.2751304086	0.90625
689	0.2750843395	0.90625
690	0.2750310632	0.90625
691	0.2749995405	0.90625
692	0.2746945844	0.9075
693	0.2745491215	0.90875
694	0.2742460774	0.90875
695	0.2741037886	0.90875
696	0.2739890377	0.90875
697	0.2736364584	0.90875
698	0.273557033	0.90875
699	0.2733346754	0.90875
700	0.2729502862	0.90875
701	0.2729220297	0.90875
702	0.2728730661	0.90875
703	0.27267265	0.91125
704	0.2724242786	0.91125
705	0.2724151661	0.91125
706	0.2723312957	0.91
707	0.2722857194	0.91
708	0.2722330078	0.91
709	0.2722069191	0.91
710	0.2720940431	0.9125
711	0.2720629494	0.9125
712	0.2718300181	0.9125
713	0.2717750143	0.9125
714	0.2715601685	0.9125
715	0.2715544484	0.9125
716	0.2713515237	0.9125
717	0.2712842881	0.9125
718	0.2712191394	0.9125
719	0.2710939242	0.9125
720	0.2708220295	0.9125
721	0.2706362694	0.91125
722	0.2705801164	0.91125
723	0.270213404	0.91125
724	0.2699025519	0.9125
725	0.2697496352	0.9125
726	0.2694675361	0.91125
727	0.2693656939	0.9125
728	0.2693011647	0.91125
729	0.2691612415	0.91125
730	0.2690537998	0.91125
731	0.2689582626	0.91125
732	0.2688886327	0.91125
733	0.268780794	0.91
734	0.2685638589	0.91
735	0.2685212896	0.91
736	0.2682123335	0.91
737	0.2681908498	0.91
738	0.2681337379	0.91
739	0.2680329315	0.91
740	0.2677850929	0.91
741	0.2676606952	0.91125
742	0.2674550452	0.91125
743	0.2673731582	0.91125
744	0.267121482	0.91125
745	0.2670784716	0.91125
746	0.266811207	0.91125
747	0.2666783375	0.91125
748	0.2665848696	0.91125
749	0.2665549344	0.91125
750	0.2664291589	0.91125
751	0.2663983406	0.91125
752	0.2661733347	0.91125
753	0.2660737395	0.91125
754	0.2659739569	0.91125
755	0.2657353804	0.91125
756	0.2656107272	0.91125
757	0.2655733247	0.91125
758	0.2654293014	0.9125
759	0.2653595041	0.9125
760	0.2652914006	0.9125
761	0.2650776481	0.91375
762	0.265055622	0.91375
763	0.2649568984	0.91375
764	0.2647642116	0.91375
765	0.2647533921	0.91375
766	0.2646947363	0.91375
767	0.2646225685	0.91375
768	0.2645231881	0.91375
769	0.2642726617	0.91375
770	0.2641690478	0.91375
771	0.2639618363	0.91375
772	0.2636115938	0.91375
773	0.2633591267	0.91375
774	0.2630410809	0.915
775	0.2630057404	0.915
776	0.2629709382	0.915
777	0.2628354113	0.915
778	0.2624160915	0.915
779	0.2621066231	0.915
780	0.2620985516	0.915
781	0.2619418268	0.915
782	0.261778523	0.915
783	0.2616911352	0.915
784	0.2615790143	0.915
785	0.2613834403	0.915
786	0.2613407291	0.915
787	0.2612806044	0.915
788	0.2611867976	0.915
789	0.2608982965	0.91625
790	0.2606797095	0.915
791	0.2606618376	0.915
792	0.260643074	0.915
793	0.2605914183	0.915
794	0.260550591	0.915
795	0.2604719239	0.915
796	0.2603920772	0.915
797	0.2601666374	0.915
798	0.260046847	0.915
799	0.2599301368	0.915
800	0.2598004443	0.915
801	0.2596828777	0.915
802	0.259423251	0.915
803	0.259267269	0.915
804	0.2590594405	0.915
805	0.2589202055	0.915
806	0.2588077341	0.915
807	0.2586000682	0.915
808	0.2585803031	0.915
809	0.2584984046	0.915
810	0.25829021	0.915
811	0.2581537294	0.91625
812	0.2581242023	0.91625
813	0.2580099341	0.91625
814	0.2578299995	0.91625
815	0.2577262554	0.915
816	0.2577056388	0.915
817	0.2575633083	0.91625
818	0.2574412244	0.91625
819	0.2573469341	0.91625
820	0.2571464435	0.91625
821	0.2570539411	0.91625
822	0.2567301313	0.91625
823	0.2565978496	0.91625
824	0.256321926	0.915
825	0.2563160866	0.915
826	0.2561815384	0.915
827	0.2561449085	0.915
828	0.2559919451	0.91625
829	0.2558049743	0.9175
830	0.255738723	0.9175
831	0.2556452282	0.91875
832	0.2555208596	0.91875
833	0.2553044222	0.91875
834	0.2551204007	0.91875
835	0.255007733	0.91875
836	0.2547783213	0.91875
837	0.2544910461	0.91875
838	0.2544141715	0.92
839	0.2541807687	0.92
840	0.2541491749	0.92
841	0.2540541202	0.92
842	0.2539861755	0.92
843	0.2538176562	0.92
844	0.2537750942	0.92
845	0.2536909173	0.92
846	0.2536813144	0.92
847	0.2535385634	0.92
848	0.2533311249	0.91875
849	0.2532640815	0.91875
850	0.2531374382	0.91875
851	0.2529921377	0.91875
852	0.2528725872	0.91875
853	0.2527273904	0.91875
854	0.2526557935	0.91875
855	0.2526270427	0.91875
856	0.2525784308	0.91875
857	0.2523628267	0.91875
858	0.2522822633	0.91875
859	0.2522112607	0.91875
860	0.2520536011	0.91875
861	0.2518600988	0.91875
862	0.2518483396	0.91875
863	0.2516852844	0.91875
864	0.2515814945	0.91875
865	0.2514902965	0.91875
866	0.2513329997	0.91875
867	0.2512518805	0.91875
868	0.2510104037	0.92
869	0.2509390102	0.92
870	0.250850199	0.92
871	0.2508249903	0.92
872	0.2506311355	0.92
873	0.250578002	0.92
874	0.2504510495	0.92
875	0.2502499779	0.92
876	0.250141108	0.92
877	0.2500551408	0.92
878	0.2499748117	0.92
879	0.249775071	0.92
880	0.2496848589	0.92
881	0.249598499	0.92
882	0.249552094	0.92
883	0.249438601	0.92
884	0.2493442469	0.92
885	0.2491427253	0.92125
886	0.2491168915	0.92125
887	0.248845414	0.92125
888	0.248817969	0.92125
889	0.2487684161	0.9225
890	0.2486512519	0.92125
891	0.2484855718	0.92125
892	0.2483821972	0.92125
893	0.2482236606	0.92125
894	0.2481838467	0.92125
895	0.2481264098	0.92125
896	0.2480656679	0.92125
897	0.2480250626	0.92125
898	0.2479799295	0.92125
899	0.2478975972	0.92125
900	0.247846358	0.92125
901	0.2477595782	0.92125
902	0.2476926586	0.92125
903	0.2476819314	0.92125
904	0.2476545168	0.92125
905	0.247354858	0.9225
906	0.2473286238	0.9225
907	0.2473254125	0.9225
908	0.2471118718	0.9225
909	0.2470328006	0.9225
910	0.2470172299	0.9225
911	0.2469170156	0.9225
912	0.2467900561	0.9225
913	0.2465866564	0.9225
914	0.246524812	0.9225
915	0.2464315499	0.9225
916	0.2464115267	0.9225
917	0.2463140845	0.92125
918	0.2463032374	0.92125
919	0.2462281869	0.9225
920	0.2460892695	0.92125
921	0.2459248267	0.92125
922	0.2458715416	0.9225
923	0.2458358077	0.9225
924	0.2457079379	0.9225
925	0.2456378864	0.9225
926	0.2456273643	0.9225
927	0.2454353495	0.9225
928	0.2453782988	0.9225
929	0.2451911077	0.9225
930	0.2451360498	0.9225
931	0.2449112338	0.92375
932	0.2446793117	0.9225
933	0.2445350064	0.92375
934	0.2443972831	0.92375
935	0.2442990378	0.92375
936	0.2441992245	0.92375
937	0.2441009099	0.92375
938	0.2440408671	0.92375
939	0.2438811564	0.92375
940	0.2438066308	0.92375
941	0.2437223539	0.92375
942	0.2436531216	0.92375
943	0.2436378962	0.92375
944	0.2434861426	0.92375
945	0.2434216871	0.92375
946	0.2433845326	0.92375
947	0.2432359263	0.92375
948	0.243069839	0.92375
949	0.2430449972	0.92375
950	0.2429635005	0.92375
951	0.2428188193	0.92375
952	0.2427767504	0.92375
953	0.2427513572	0.92375
954	0.2425302067	0.92375
955	0.2424240857	0.92375
956	0.242272979	0.92375
957	0.2422061921	0.92375
958	0.2420943419	0.92375
959	0.2418735128	0.92375
960	0.2417968923	0.92375
961	0.2417676526	0.92375
962	0.2417313343	0.92375
963	0.2416997253	0.92375
964	0.2416393913	0.92375
965	0.2413881793	0.92375
966	0.2412374065	0.92375
967	0.2411877179	0.92375
968	0.2411309384	0.92375
969	0.2410528173	0.92375
970	0.2409553659	0.92375
971	0.2409353095	0.92375
972	0.2408303374	0.92375
973	0.2406840106	0.92375
974	0.240617889	0.92375
975	0.2405502318	0.92375
976	0.2404777251	0.92375
977	0.2403953277	0.92375
978	0.2400731694	0.92375
979	0.240052051	0.92375
980	0.2400000085	0.92375
981	0.2398583491	0.92375
982	0.2398190073	0.92375
983	0.2397981137	0.92375
984	0.2397286676	0.92375
985	0.2396263819	0.92375
986	0.2394924728	0.92375
987	0.2394439761	0.92375
988	0.2393934386	0.92375
989	0.2391775884	0.92375
990	0.2391342417	0.92375
991	0.2390698568	0.92375
992	0.239048303	0.92375
993	0.2390342118	0.92375
994	0.2389932258	0.92375
995	0.2389364773	0.92375
996	0.2388805573	0.92375
997	0.2387627249	0.92375
998	0.2386723018	0.92375
999	0.2385025515	0.92375
