iter	Passed	Remaining
480	1264	1364
481	1267	1362
482	1270	1359
483	1272	1357
484	1275	1354
485	1278	1351
486	1282	1350
487	1285	1348
488	1288	1346
489	1290	1343
490	1292	1340
491	1295	1337
492	1297	1334
493	1298	1330
494	1300	1327
495	1304	1325
496	1306	1322
497	1308	1319
498	1312	1317
499	1314	1314
500	1316	1310
501	1318	1308
502	1321	1305
503	1323	1302
504	1327	1300
505	1329	1297
506	1331	1294
507	1333	1291
508	1336	1289
509	1339	1286
510	1342	1284
511	1345	1282
512	1347	1278
513	1349	1275
514	1351	1272
515	1353	1269
516	1355	1266
517	1357	1263
518	1360	1260
519	1363	1258
520	1365	1255
521	1369	1253
522	1371	1250
523	1374	1248
524	1377	1246
525	1379	1243
526	1383	1241
527	1387	1240
528	1391	1239
529	1394	1236
530	1396	1233
531	1399	1230
532	1401	1227
533	1403	1224
534	1407	1223
535	1411	1221
536	1413	1218
537	1415	1215
538	1418	1213
539	1421	1210
540	1423	1207
541	1425	1204
542	1427	1201
543	1429	1198
544	1431	1195
545	1434	1192
546	1436	1189
547	1439	1187
548	1442	1184
549	1444	1181
550	1448	1180
551	1450	1177
552	1454	1175
553	1456	1172
554	1458	1169
555	1460	1166
556	1463	1163
557	1465	1160
558	1468	1158
559	1471	1156
560	1474	1153
561	1476	1151
562	1479	1148
563	1482	1145
564	1484	1142
565	1487	1140
566	1489	1137
567	1491	1134
568	1494	1132
569	1496	1129
570	1498	1126
571	1501	1123
572	1504	1121
573	1506	1118
574	1509	1115
575	1512	1113
576	1516	1111
577	1521	1111
578	1524	1108
579	1528	1106
580	1531	1104
581	1537	1104
582	1542	1103
583	1547	1102
584	1549	1099
585	1552	1096
586	1555	1094
587	1557	1091
588	1561	1089
589	1564	1086
590	1567	1084
591	1569	1081
592	1572	1078
593	1574	1076
594	1576	1073
595	1581	1071
596	1589	1072
597	1593	1071
598	1595	1068
599	1598	1065
600	1601	1063
601	1604	1060
602	1606	1057
603	1609	1054
604	1611	1052
605	1614	1049
606	1617	1046
607	1619	1044
608	1622	1041
609	1625	1039
610	1627	1036
611	1629	1033
612	1632	1030
613	1634	1027
614	1636	1024
615	1639	1022
616	1643	1020
617	1647	1018
618	1652	1016
619	1655	1014
620	1657	1011
621	1660	1009
622	1664	1007
623	1668	1005
624	1671	1002
625	1673	999
626	1675	996
627	1677	993
628	1680	991
629	1682	988
630	1685	985
631	1687	982
632	1690	980
633	1692	976
634	1694	974
635	1698	971
636	1700	969
637	1704	966
638	1706	964
639	1708	961
640	1710	958
641	1713	955
642	1715	952
643	1718	949
644	1720	947
645	1723	944
646	1725	941
647	1729	939
648	1731	936
649	1733	933
650	1736	931
651	1739	928
652	1740	925
653	1743	922
654	1745	919
655	1748	916
656	1750	913
657	1753	911
658	1755	908
659	1757	905
660	1759	902
661	1762	899
662	1764	896
663	1766	894
664	1769	891
665	1771	888
666	1773	885
667	1777	883
668	1781	881
669	1785	879
670	1787	876
671	1790	873
672	1792	871
673	1795	868
674	1797	865
675	1800	863
676	1803	860
677	1805	857
678	1808	854
679	1812	852
680	1814	850
681	1817	847
682	1819	844
683	1821	841
684	1825	839
685	1827	836
686	1830	834
687	1833	831
688	1836	828
689	1839	826
690	1842	823
691	1844	820
692	1846	818
693	1850	815
694	1852	813
695	1855	810
696	1858	807
697	1860	805
698	1863	802
699	1866	799
700	1867	796
701	1869	793
702	1872	791
703	1875	788
704	1877	785
705	1880	782
706	1882	780
707	1885	777
708	1887	774
709	1890	772
710	1892	769
711	1893	766
712	1896	763
713	1898	760
714	1901	757
715	1904	755
716	1907	752
717	1909	749
718	1911	747
719	1914	744
720	1916	741
721	1920	739
722	1922	736
723	1925	733
724	1928	731
725	1930	728
726	1933	726
727	1935	723
728	1938	720
729	1941	718
730	1944	715
731	1947	712
732	1949	710
733	1951	707
734	1953	704
735	1956	701
736	1959	699
737	1963	697
738	1965	694
739	1968	691
740	1971	688
741	1975	686
742	1979	684
743	1980	681
744	1983	678
745	1987	676
746	1989	673
747	1994	671
748	2107	706
749	2110	703
750	2115	701
751	2119	698
752	2122	696
753	2124	693
754	2127	690
755	2129	687
756	2133	684
757	2135	681
758	2137	678
759	2140	676
760	2143	673
761	2146	670
762	2149	667
763	2151	664
764	2154	661
765	2157	658
766	2161	656
767	2163	653
768	2167	651
769	2168	647
770	2172	645
771	2182	644
772	2184	641
773	2187	638
774	2190	636
775	2193	633
776	2196	630
777	2199	627
778	2200	624
779	2203	621
780	2206	618
781	2208	615
782	2212	613
783	2215	610
784	2217	607
785	2219	604
786	2222	601
787	2225	598
788	2226	595
789	2229	592
790	2232	589
791	2234	586
792	2237	584
793	2240	581
794	2242	578
795	2244	575
796	2247	572
797	2250	569
798	2254	567
799	2258	564
800	2262	562
801	2264	558
802	2266	555
803	2267	552
804	2271	550
805	2274	547
806	2278	544
807	2280	541
808	2282	538
809	2285	536
810	2288	533
811	2290	530
812	2293	527
813	2296	524
814	2299	521
815	2302	519
816	2305	516
817	2307	513
818	2310	510
819	2312	507
820	2315	504
821	2319	502
822	2321	499
823	2323	496
824	2327	493
825	2329	490
826	2332	487
827	2335	485
828	2337	482
829	2339	479
830	2342	476
831	2344	473
832	2346	470
833	2350	467
834	2353	465
835	2355	462
836	2359	459
837	2361	456
838	2364	453
839	2369	451
840	2372	448
841	2375	445
842	2378	442
843	2381	440
844	2384	437
845	2386	434
846	2389	431
847	2392	428
848	2394	425
849	2397	423
850	2400	420
851	2403	417
852	2406	414
853	2409	411
854	2411	409
855	2414	406
856	2417	403
857	2419	400
858	2421	397
859	2423	394
860	2426	391
861	2428	388
862	2431	385
863	2434	383
864	2436	380
865	2438	377
866	2441	374
867	2443	371
868	2447	368
869	2450	366
870	2453	363
871	2457	360
872	2460	357
873	2463	355
874	2465	352
875	2468	349
876	2471	346
877	2473	343
878	2475	340
879	2478	337
880	2480	335
881	2482	332
882	2485	329
883	2488	326
884	2490	323
885	2493	320
886	2495	317
887	2497	315
888	2500	312
889	2503	309
890	2506	306
891	2508	303
892	2510	300
893	2513	298
894	2515	295
895	2517	292
896	2520	289
897	2522	286
898	2525	283
899	2528	280
900	2530	278
901	2532	275
902	2535	272
903	2537	269
904	2540	266
905	2543	263
906	2545	261
907	2548	258
908	2553	255
909	2555	252
910	2557	249
911	2562	247
912	2567	244
913	2570	241
914	2572	238
915	2576	236
916	2578	233
917	2581	230
918	2583	227
919	2586	224
920	2588	222
921	2591	219
922	2593	216
923	2596	213
924	2599	210
925	2600	207
926	2603	205
927	2607	202
928	2610	199
929	2612	196
930	2614	193
931	2616	190
932	2618	188
933	2620	185
934	2623	182
935	2625	179
936	2627	176
937	2630	173
938	2632	171
939	2634	168
940	2636	165
941	2639	162
942	2641	159
943	2644	156
944	2648	154
945	2650	151
946	2652	148
947	2655	145
948	2658	142
949	2660	140
950	2663	137
951	2666	134
952	2668	131
953	2672	128
954	2674	126
955	2675	123
956	2677	120
957	2680	117
958	2683	114
959	2686	111
960	2688	109
961	2690	106
962	2693	103
963	2695	100
964	2697	97
965	2701	95
966	2703	92
967	2706	89
968	2708	86
969	2710	83
970	2713	81
971	2715	78
972	2717	75
973	2719	72
974	2722	69
975	2724	66
976	2725	64
977	2729	61
978	2731	58
979	2733	55
980	2736	53
981	2738	50
982	2741	47
983	2746	44
984	2748	41
985	2750	39
986	2754	36
987	2758	33
988	2766	30
989	2770	27
990	2773	25
991	2776	22
992	2778	19
993	2781	16
994	2783	13
995	2785	11
996	2788	8
997	2791	5
998	2794	2
999	2796	0
