iter	Passed	Remaining
0	2	2868
1	6	3141
2	8	2790
3	10	2620
4	13	2636
5	14	2458
6	16	2334
7	18	2283
8	21	2335
9	23	2299
10	25	2278
11	27	2266
12	30	2351
13	33	2392
14	36	2427
15	38	2376
16	40	2354
17	41	2265
18	43	2250
19	46	2279
20	49	2301
21	50	2246
22	53	2251
23	55	2268
24	56	2203
25	58	2174
26	60	2194
27	63	2199
28	65	2207
29	67	2189
30	69	2185
31	72	2189
32	74	2183
33	78	2229
34	80	2229
35	83	2224
36	86	2248
37	87	2215
38	89	2210
39	91	2207
40	94	2204
41	97	2219
42	100	2231
43	102	2227
44	105	2229
45	106	2203
46	107	2180
47	109	2177
48	111	2168
49	114	2184
50	117	2190
51	119	2186
52	122	2180
53	125	2201
54	126	2169
55	127	2149
56	129	2146
57	132	2156
58	135	2153
59	137	2148
60	138	2139
61	142	2154
62	143	2132
63	145	2122
64	147	2116
65	150	2132
66	152	2117
67	154	2112
68	156	2105
69	159	2113
70	161	2113
71	164	2119
72	166	2114
73	169	2120
74	172	2121
75	174	2123
76	175	2109
77	177	2098
78	178	2078
79	182	2095
80	186	2117
81	191	2142
82	193	2138
83	195	2135
84	198	2131
85	198	2112
86	199	2097
87	202	2095
88	204	2097
89	207	2097
90	209	2094
91	211	2087
92	214	2090
93	216	2082
94	218	2085
95	221	2087
96	224	2085
97	225	2079
98	229	2089
99	231	2079
100	233	2078
101	234	2067
102	237	2068
103	239	2066
104	242	2064
105	244	2062
106	248	2070
107	250	2068
108	253	2068
109	255	2064
110	257	2062
111	259	2058
112	261	2055
113	263	2049
114	266	2048
115	268	2048
116	271	2046
117	273	2043
118	276	2047
119	278	2045
120	280	2039
121	283	2037
122	285	2038
123	288	2034
124	290	2033
125	293	2035
126	294	2026
127	296	2016
128	297	2005
129	298	1998
130	300	1995
131	302	1989
132	304	1982
133	306	1977
134	307	1967
135	310	1971
136	312	1970
137	317	1982
138	320	1983
139	326	2007
140	330	2013
141	333	2013
142	334	2004
