iter	Logloss	Accuracy
0	0.6732113417	0.8189762797
1	0.6547909079	0.8202247191
2	0.6367683645	0.8202247191
3	0.6207277153	0.8214731586
4	0.6074268452	0.822721598
5	0.598585828	0.8177278402
6	0.588426128	0.8164794007
7	0.5763036021	0.8189762797
8	0.5665163657	0.8189762797
9	0.5561147942	0.8202247191
10	0.5477022327	0.8202247191
11	0.5393529775	0.8202247191
12	0.5323588462	0.8214731586
13	0.5243897139	0.8214731586
14	0.5176240542	0.8189762797
15	0.5111044084	0.8189762797
16	0.5050848358	0.8189762797
17	0.5018835204	0.8177278402
18	0.496871371	0.8214731586
19	0.4920345775	0.8202247191
20	0.4859154177	0.8214731586
21	0.4835295947	0.8164794007
22	0.4790578845	0.8214731586
23	0.4741028049	0.8214731586
24	0.4721881219	0.8164794007
25	0.4699497338	0.8202247191
26	0.4682728679	0.8214731586
27	0.464773132	0.8214731586
28	0.4608687936	0.822721598
29	0.4592509991	0.8214731586
30	0.4564035792	0.822721598
31	0.4534177015	0.8252184769
32	0.4495691547	0.822721598
33	0.4457060338	0.8214731586
34	0.4438273294	0.8239700375
35	0.4409907384	0.8189762797
36	0.4383745423	0.8202247191
37	0.4381953474	0.8214731586
38	0.4363108682	0.822721598
39	0.4347899094	0.8214731586
40	0.4339120895	0.822721598
41	0.4323411621	0.822721598
42	0.4307152623	0.822721598
43	0.4286080246	0.8264669164
44	0.4255960048	0.822721598
45	0.4252607711	0.822721598
46	0.4248055365	0.822721598
47	0.4221916622	0.822721598
48	0.4214229523	0.822721598
49	0.4204284735	0.8239700375
50	0.4186822596	0.822721598
51	0.4183530158	0.8239700375
52	0.4178087161	0.8239700375
53	0.4163520712	0.822721598
54	0.4162844535	0.822721598
55	0.416094933	0.8239700375
56	0.4148744802	0.8239700375
57	0.4139460519	0.8239700375
58	0.4117890634	0.8239700375
59	0.4107015363	0.8239700375
60	0.4103051969	0.8252184769
61	0.4091343427	0.8252184769
62	0.4090983294	0.8252184769
