iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
408	230	273	230	340	230	273	340
409	230	273	230	340	230	273	340
410	230	273	230	340	230	273	340
411	230	273	230	340	230	273	340
412	230	273	230	340	230	273	340
413	230	273	230	340	230	273	340
414	230	273	230	340	230	273	340
415	230	273	230	340	230	273	340
416	230	273	230	340	230	273	340
417	230	273	230	340	230	273	340
418	230	273	230	340	230	273	340
419	230	273	230	340	230	273	340
420	230	273	230	340	230	273	340
421	230	273	230	340	230	273	340
422	230	273	230	340	230	273	340
423	230	273	230	340	230	273	340
424	230	273	230	340	230	273	340
425	230	273	230	340	230	273	340
426	230	273	230	340	230	273	340
427	231	274	231	340	231	274	340
428	231	274	231	340	231	274	340
429	231	274	231	340	231	274	340
430	231	274	231	340	231	274	340
431	231	274	231	340	231	274	340
432	231	274	231	340	231	274	340
433	230	273	230	340	230	273	340
434	230	273	230	340	230	273	340
435	232	275	232	340	232	275	340
436	231	274	231	340	231	274	340
437	231	274	231	340	231	274	340
438	232	275	232	340	232	275	340
439	231	274	231	340	231	274	340
440	231	274	231	340	231	274	340
441	231	274	231	340	231	274	340
442	231	274	231	340	231	274	340
443	231	274	231	340	231	274	340
444	231	274	231	340	231	274	340
445	231	274	231	340	231	274	340
446	231	274	231	340	231	274	340
447	231	274	231	340	231	274	340
448	231	274	231	340	231	274	340
449	231	274	231	340	231	274	340
450	231	274	231	340	231	274	340
451	232	275	232	340	232	275	340
452	231	274	231	340	231	274	340
453	232	275	232	340	232	275	340
454	232	275	232	340	232	275	340
455	232	275	232	340	232	275	340
456	232	275	232	340	232	275	340
457	232	275	232	340	232	275	340
458	232	275	232	340	232	275	340
459	232	275	232	340	232	275	340
460	232	276	232	340	232	276	340
461	232	276	232	340	232	276	340
462	232	276	232	340	232	276	340
463	232	276	232	340	232	276	340
464	232	276	232	340	232	276	340
465	232	276	232	340	232	276	340
466	232	276	232	340	232	276	340
467	232	276	232	340	232	276	340
468	232	276	232	340	232	276	340
469	232	276	232	340	232	276	340
470	232	276	232	340	232	276	340
471	232	276	232	340	232	276	340
472	233	277	233	340	233	277	340
473	233	277	233	340	233	277	340
474	233	277	233	340	233	277	340
475	233	277	233	340	233	277	340
476	233	277	233	340	233	277	340
477	233	277	233	340	233	277	340
478	233	277	233	340	233	277	340
479	233	277	233	340	233	277	340
480	233	277	233	340	233	277	340
481	232	276	232	340	232	276	340
482	232	276	232	340	232	276	340
483	232	276	232	340	232	276	340
484	232	276	232	340	232	276	340
485	232	276	232	340	232	276	340
486	232	276	232	340	232	276	340
487	232	276	232	340	232	276	340
488	232	276	232	340	232	276	340
489	232	276	232	340	232	276	340
490	232	276	232	340	232	276	340
491	232	276	232	340	232	276	340
492	232	276	232	340	232	276	340
493	232	276	232	340	232	276	340
494	232	276	232	340	232	276	340
495	232	276	232	340	232	276	340
496	232	276	232	340	232	276	340
497	232	276	232	340	232	276	340
498	232	276	232	340	232	276	340
499	232	276	232	340	232	276	340
500	232	276	232	340	232	276	340
501	232	276	232	340	232	276	340
502	232	276	232	340	232	276	340
503	232	276	232	340	232	276	340
504	232	276	232	340	232	276	340
505	232	276	232	340	232	276	340
506	232	276	232	340	232	276	340
507	232	276	232	340	232	276	340
508	232	276	232	340	232	276	340
509	232	276	232	340	232	276	340
510	232	276	232	340	232	276	340
511	232	276	232	340	232	276	340
512	232	276	232	340	232	276	340
513	232	276	232	340	232	276	340
514	232	276	232	340	232	276	340
515	232	276	232	340	232	276	340
516	232	276	232	340	232	276	340
517	232	276	232	340	232	276	340
518	232	276	232	340	232	276	340
519	232	276	232	340	232	276	340
520	232	276	232	340	232	276	340
521	229	272	229	340	229	272	340
522	229	272	229	340	229	272	340
523	229	272	229	340	229	272	340
524	229	272	229	340	229	272	340
525	229	272	229	340	229	272	340
526	229	272	229	340	229	272	340
527	229	272	229	340	229	272	340
528	229	272	229	340	229	272	340
529	229	272	229	340	229	272	340
530	229	272	229	340	229	272	340
531	229	272	229	340	229	272	340
532	229	272	229	340	229	272	340
533	229	272	229	340	229	272	340
534	229	272	229	340	229	272	340
535	229	272	229	340	229	272	340
536	229	272	229	340	229	272	340
537	229	272	229	340	229	272	340
538	230	273	230	340	230	273	340
539	230	273	230	340	230	273	340
540	230	273	230	340	230	273	340
541	230	273	230	340	230	273	340
542	230	273	230	340	230	273	340
543	230	273	230	340	230	273	340
544	230	273	230	340	230	273	340
545	230	273	230	340	230	273	340
546	230	273	230	340	230	273	340
547	230	273	230	340	230	273	340
548	230	273	230	340	230	273	340
549	230	273	230	340	230	273	340
550	230	273	230	340	230	273	340
551	230	273	230	340	230	273	340
552	230	273	230	340	230	273	340
553	230	273	230	340	230	273	340
554	230	273	230	340	230	273	340
555	230	273	230	340	230	273	340
556	230	273	230	340	230	273	340
557	230	273	230	340	230	273	340
558	230	273	230	340	230	273	340
559	230	273	230	340	230	273	340
560	230	273	230	340	230	273	340
561	230	273	230	340	230	273	340
562	230	273	230	340	230	273	340
563	230	273	230	340	230	273	340
564	230	273	230	340	230	273	340
565	230	273	230	340	230	273	340
566	230	273	230	340	230	273	340
567	230	273	230	340	230	273	340
568	230	273	230	340	230	273	340
569	230	273	230	340	230	273	340
570	230	273	230	340	230	273	340
571	230	273	230	340	230	273	340
572	230	273	230	340	230	273	340
573	230	273	230	340	230	273	340
574	230	273	230	340	230	273	340
575	230	273	230	340	230	273	340
576	230	273	230	340	230	273	340
577	230	273	230	340	230	273	340
578	230	273	230	340	230	273	340
579	230	273	230	340	230	273	340
580	230	273	230	340	230	273	340
581	230	273	230	340	230	273	340
582	230	273	230	340	230	273	340
583	230	273	230	340	230	273	340
584	230	273	230	340	230	273	340
585	230	273	230	340	230	273	340
586	230	273	230	340	230	273	340
587	230	273	230	340	230	273	340
588	230	273	230	340	230	273	340
589	230	273	230	340	230	273	340
590	230	273	230	340	230	273	340
591	230	273	230	340	230	273	340
592	230	273	230	340	230	273	340
593	230	273	230	340	230	273	340
594	230	273	230	340	230	273	340
595	230	273	230	340	230	273	340
596	230	273	230	340	230	273	340
597	230	273	230	340	230	273	340
598	230	273	230	340	230	273	340
599	230	273	230	340	230	273	340
600	230	273	230	340	230	273	340
601	230	273	230	340	230	273	340
602	230	273	230	340	230	273	340
603	230	273	230	340	230	273	340
604	230	273	230	340	230	273	340
605	230	273	230	340	230	273	340
606	230	273	230	340	230	273	340
607	230	273	230	340	230	273	340
608	230	273	230	340	230	273	340
609	230	273	230	340	230	273	340
610	230	273	230	340	230	273	340
611	230	273	230	340	230	273	340
612	230	273	230	340	230	273	340
613	230	273	230	340	230	273	340
614	230	273	230	340	230	273	340
615	230	273	230	340	230	273	340
616	230	273	230	340	230	273	340
617	230	273	230	340	230	273	340
618	230	273	230	340	230	273	340
619	230	273	230	340	230	273	340
620	230	273	230	340	230	273	340
621	230	273	230	340	230	273	340
622	230	273	230	340	230	273	340
623	230	273	230	340	230	273	340
624	230	273	230	340	230	273	340
625	230	273	230	340	230	273	340
626	230	273	230	340	230	273	340
627	230	273	230	340	230	273	340
628	230	273	230	340	230	273	340
629	230	273	230	340	230	273	340
630	230	273	230	340	230	273	340
631	230	273	230	340	230	273	340
632	231	274	231	340	231	274	340
633	231	274	231	340	231	274	340
634	231	274	231	340	231	274	340
635	231	274	231	340	231	274	340
636	231	274	231	340	231	274	340
637	231	274	231	340	231	274	340
638	231	274	231	340	231	274	340
639	231	274	231	340	231	274	340
640	231	274	231	340	231	274	340
641	231	274	231	340	231	274	340
642	231	274	231	340	231	274	340
643	231	274	231	340	231	274	340
644	231	274	231	340	231	274	340
645	231	274	231	340	231	274	340
646	231	274	231	340	231	274	340
647	231	274	231	340	231	274	340
648	231	274	231	340	231	274	340
649	231	274	231	340	231	274	340
650	231	274	231	340	231	274	340
651	231	274	231	340	231	274	340
652	231	274	231	340	231	274	340
653	231	274	231	340	231	274	340
654	231	274	231	340	231	274	340
655	231	274	231	340	231	274	340
656	231	274	231	340	231	274	340
657	231	274	231	340	231	274	340
658	231	274	231	340	231	274	340
659	231	274	231	340	231	274	340
660	231	274	231	340	231	274	340
661	231	274	231	340	231	274	340
662	231	274	231	340	231	274	340
663	231	274	231	340	231	274	340
664	231	274	231	340	231	274	340
665	232	275	232	340	232	275	340
666	232	275	232	340	232	275	340
667	232	275	232	340	232	275	340
668	232	275	232	340	232	275	340
669	232	275	232	340	232	275	340
670	232	275	232	340	232	275	340
671	232	275	232	340	232	275	340
672	231	274	231	340	231	274	340
673	231	274	231	340	231	274	340
674	231	274	231	340	231	274	340
675	231	274	231	340	231	274	340
676	231	274	231	340	231	274	340
677	231	274	231	340	231	274	340
678	231	274	231	340	231	274	340
679	231	274	231	340	231	274	340
680	231	274	231	340	231	274	340
681	231	274	231	340	231	274	340
682	231	274	231	340	231	274	340
683	231	274	231	340	231	274	340
684	231	274	231	340	231	274	340
685	231	274	231	340	231	274	340
686	231	274	231	340	231	274	340
687	231	274	231	340	231	274	340
688	231	274	231	340	231	274	340
689	231	274	231	340	231	274	340
690	231	274	231	340	231	274	340
691	231	274	231	340	231	274	340
692	231	274	231	340	231	274	340
693	231	274	231	340	231	274	340
694	231	274	231	340	231	274	340
695	231	274	231	340	231	274	340
696	231	274	231	340	231	274	340
697	230	270	230	340	230	270	340
698	230	270	230	340	230	270	340
699	230	270	230	340	230	270	340
700	230	270	230	340	230	270	340
701	230	270	230	340	230	270	340
702	231	271	231	340	231	271	340
703	231	271	231	340	231	271	340
704	230	270	230	340	230	270	340
705	230	270	230	340	230	270	340
706	231	271	231	340	231	271	340
707	230	270	230	340	230	270	340
708	230	270	230	340	230	270	340
709	230	270	230	340	230	270	340
710	230	270	230	340	230	270	340
711	230	270	230	340	230	270	340
712	231	271	231	340	231	271	340
713	231	271	231	340	231	271	340
714	231	271	231	340	231	271	340
715	231	271	231	340	231	271	340
716	231	271	231	340	231	271	340
717	231	271	231	340	231	271	340
718	231	271	231	340	231	271	340
719	232	274	232	340	232	274	340
720	232	275	232	340	232	275	340
721	232	275	232	340	232	275	340
722	232	275	232	340	232	275	340
723	232	275	232	340	232	275	340
724	231	273	231	340	231	273	340
725	231	273	231	340	231	273	340
726	230	270	230	340	230	270	340
727	230	270	230	340	230	270	340
728	230	270	230	340	230	270	340
729	230	270	230	340	230	270	340
730	230	270	230	340	230	270	340
731	231	271	231	340	231	271	340
732	231	271	231	340	231	271	340
733	231	271	231	340	231	271	340
734	230	270	230	340	230	270	340
735	230	270	230	340	230	270	340
736	231	271	231	340	231	271	340
737	231	271	231	340	231	271	340
738	231	271	231	340	231	271	340
739	231	271	231	340	231	271	340
740	231	271	231	340	231	271	340
741	231	271	231	340	231	271	340
742	231	271	231	340	231	271	340
743	231	271	231	340	231	271	340
744	231	271	231	340	231	271	340
745	231	271	231	340	231	271	340
746	231	272	231	340	231	272	340
747	231	271	231	340	231	271	340
748	231	272	231	340	231	272	340
749	231	272	231	340	231	272	340
750	231	272	231	340	231	272	340
751	231	272	231	340	231	272	340
752	231	271	231	340	231	271	340
753	231	271	231	340	231	271	340
754	231	271	231	340	231	271	340
755	231	271	231	340	231	271	340
756	231	271	231	340	231	271	340
757	231	271	231	340	231	271	340
758	231	272	231	340	231	272	340
759	231	272	231	340	231	272	340
760	231	272	231	340	231	272	340
761	231	272	231	340	231	272	340
762	231	272	231	340	231	272	340
763	231	272	231	340	231	272	340
764	231	272	231	340	231	272	340
765	231	271	231	340	231	271	340
766	231	271	231	340	231	271	340
767	231	271	231	340	231	271	340
768	231	271	231	340	231	271	340
769	231	271	231	340	231	271	340
770	231	271	231	340	231	271	340
771	231	271	231	340	231	271	340
772	231	272	231	340	231	272	340
773	231	272	231	340	231	272	340
774	231	272	231	340	231	272	340
775	231	272	231	340	231	272	340
776	231	272	231	340	231	272	340
777	231	272	231	340	231	272	340
778	231	272	231	340	231	272	340
779	231	272	231	340	231	272	340
780	231	272	231	340	231	272	340
781	231	272	231	340	231	272	340
782	231	272	231	340	231	272	340
783	231	272	231	340	231	272	340
784	231	272	231	340	231	272	340
785	231	272	231	340	231	272	340
786	231	272	231	340	231	272	340
787	231	272	231	340	231	272	340
788	232	273	232	340	232	273	340
789	232	273	232	340	232	273	340
790	232	273	232	340	232	273	340
791	231	272	231	340	231	272	340
792	231	272	231	340	231	272	340
793	232	273	232	340	232	273	340
794	232	273	232	340	232	273	340
795	232	272	232	340	232	272	340
796	232	272	232	340	232	272	340
797	232	272	232	340	232	272	340
798	232	272	232	340	232	272	340
799	232	272	232	340	232	272	340
800	232	273	232	340	232	273	340
801	232	273	232	340	232	273	340
802	232	273	232	340	232	273	340
803	232	272	232	340	232	272	340
804	232	273	232	340	232	273	340
805	232	273	232	340	232	273	340
806	232	273	232	340	232	273	340
807	232	273	232	340	232	273	340
808	232	273	232	340	232	273	340
809	232	273	232	340	232	273	340
810	232	273	232	340	232	273	340
811	232	273	232	340	232	273	340
812	232	273	232	340	232	273	340
813	232	273	232	340	232	273	340
814	232	273	232	340	232	273	340
815	232	273	232	340	232	273	340
816	232	273	232	340	232	273	340
817	232	273	232	340	232	273	340
818	232	273	232	340	232	273	340
819	232	273	232	340	232	273	340
820	232	273	232	340	232	273	340
821	232	273	232	340	232	273	340
822	232	273	232	340	232	273	340
823	232	273	232	340	232	273	340
824	232	273	232	340	232	273	340
825	232	273	232	340	232	273	340
826	232	273	232	340	232	273	340
827	232	273	232	340	232	273	340
828	232	273	232	340	232	273	340
829	232	273	232	340	232	273	340
830	232	273	232	340	232	273	340
831	232	273	232	340	232	273	340
832	234	275	234	340	234	275	340
833	234	275	234	340	234	275	340
834	234	275	234	340	234	275	340
835	234	275	234	340	234	275	340
836	234	275	234	340	234	275	340
837	234	275	234	340	234	275	340
838	234	275	234	340	234	275	340
839	234	275	234	340	234	275	340
840	234	275	234	340	234	275	340
841	234	275	234	340	234	275	340
842	234	275	234	340	234	275	340
843	234	275	234	340	234	275	340
844	234	275	234	340	234	275	340
845	234	275	234	340	234	275	340
846	234	275	234	340	234	275	340
847	234	275	234	340	234	275	340
848	234	275	234	340	234	275	340
849	234	275	234	340	234	275	340
850	234	275	234	340	234	275	340
851	234	275	234	340	234	275	340
852	234	275	234	340	234	275	340
853	234	275	234	340	234	275	340
854	234	275	234	340	234	275	340
855	234	275	234	340	234	275	340
856	234	274	234	340	234	274	340
857	234	275	234	340	234	275	340
858	234	275	234	340	234	275	340
859	234	275	234	340	234	275	340
860	234	275	234	340	234	275	340
861	234	275	234	340	234	275	340
862	234	275	234	340	234	275	340
863	234	275	234	340	234	275	340
864	234	275	234	340	234	275	340
865	232	273	232	340	232	273	340
866	234	275	234	340	234	275	340
