iter	Passed	Remaining
0	2	2990
1	8	3994
2	10	3532
3	13	3249
4	15	3112
5	17	2945
6	20	2900
7	22	2845
8	25	2820
9	26	2656
10	29	2676
11	32	2658
12	33	2542
13	34	2461
14	36	2413
15	39	2418
16	41	2371
17	42	2338
18	44	2276
19	47	2303
20	49	2296
21	51	2292
22	53	2266
23	56	2287
24	58	2290
25	59	2243
26	62	2266
27	65	2268
28	66	2225
29	68	2219
30	70	2214
31	73	2209
32	75	2204
33	78	2243
34	80	2218
35	82	2218
36	83	2181
37	87	2205
38	89	2205
39	92	2216
40	95	2230
41	97	2232
42	101	2257
43	104	2276
44	106	2262
45	109	2277
46	111	2266
47	114	2266
48	118	2301
49	121	2306
50	123	2290
51	123	2255
52	126	2264
53	129	2262
54	131	2259
55	134	2267
56	137	2270
57	139	2261
58	142	2272
59	144	2268
60	146	2260
61	149	2268
62	152	2263
63	153	2249
64	155	2236
65	158	2248
66	161	2255
67	163	2246
68	166	2250
69	168	2240
70	171	2243
71	174	2254
72	177	2255
73	180	2261
74	183	2263
75	184	2241
76	185	2226
77	188	2223
78	191	2237
79	195	2247
80	198	2253
81	200	2241
82	201	2231
83	204	2231
84	208	2242
85	210	2242
86	213	2238
87	215	2236
88	217	2227
89	219	2223
90	222	2225
91	224	2216
92	226	2205
93	228	2206
94	231	2207
95	234	2203
96	236	2203
97	238	2194
98	240	2185
99	242	2184
100	243	2169
101	245	2161
102	247	2152
103	249	2147
104	251	2144
105	255	2150
106	257	2149
107	258	2137
108	261	2137
109	264	2138
110	266	2132
111	268	2131
112	271	2133
113	273	2129
114	277	2135
115	278	2119
116	279	2108
117	281	2104
118	283	2098
119	286	2098
120	288	2097
121	290	2088
122	292	2086
123	295	2087
124	297	2083
125	300	2083
126	302	2082
127	305	2079
128	308	2079
129	310	2080
130	312	2075
131	315	2074
132	318	2076
133	320	2073
134	324	2076
135	326	2071
136	327	2061
137	329	2059
138	331	2052
139	334	2052
140	336	2051
141	338	2044
142	340	2040
143	342	2035
144	344	2031
145	346	2029
146	349	2028
147	351	2023
148	354	2022
149	357	2023
150	359	2019
151	361	2019
152	399	2212
153	400	2200
154	401	2187
155	401	2174
156	405	2177
157	409	2179
158	413	2184
159	415	2181
160	417	2177
161	418	2163
162	421	2166
163	425	2167
164	427	2163
165	430	2160
166	431	2154
167	434	2150
168	437	2149
169	439	2144
170	441	2139
171	444	2138
172	445	2130
173	446	2117
174	448	2113
175	450	2109
176	452	2104
177	454	2096
178	456	2093
179	459	2093
180	463	2096
181	466	2095
182	469	2095
183	471	2092
184	473	2086
185	474	2078
186	477	2076
187	479	2073
188	483	2073
189	488	2084
190	494	2092
191	497	2094
192	502	2100
193	505	2099
194	510	2107
195	513	2107
196	516	2106
197	519	2103
198	521	2099
199	524	2096
200	525	2088
201	527	2082
202	529	2077
203	531	2075
204	535	2076
205	537	2071
206	540	2071
207	543	2068
208	546	2066
209	549	2065
210	551	2061
211	552	2054
212	553	2044
213	554	2036
214	557	2035
215	560	2035
216	563	2031
217	565	2029
218	567	2025
219	570	2024
220	573	2022
221	576	2018
222	578	2014
223	581	2014
224	583	2010
225	585	2005
226	588	2003
227	590	1999
228	593	1997
229	597	2000
230	599	1996
231	601	1992
232	604	1991
233	609	1994
234	611	1991
235	614	1990
236	617	1988
237	620	1986
238	623	1983
239	625	1980
240	629	1981
241	632	1979
242	633	1974
243	635	1969
244	638	1967
245	640	1962
246	641	1954
247	642	1948
248	645	1947
249	648	1944
250	649	1937
251	651	1933
252	654	1931
253	656	1927
254	658	1923
255	661	1921
256	663	1919
257	666	1915
258	669	1914
259	671	1910
260	673	1905
261	675	1901
262	678	1902
263	680	1898
264	683	1895
265	686	1894
266	688	1890
267	690	1886
268	693	1884
269	695	1881
270	697	1876
271	700	1873
272	703	1872
273	705	1868
274	706	1863
275	709	1861
276	712	1859
277	714	1856
278	717	1855
279	720	1851
280	722	1847
281	725	1846
282	727	1844
283	729	1840
284	732	1837
285	734	1834
286	737	1831
287	739	1827
288	742	1827
289	744	1822
290	747	1820
291	750	1818
292	752	1814
293	754	1810
294	757	1810
295	760	1807
296	762	1803
297	765	1802
298	767	1800
299	769	1795
300	773	1795
301	776	1795
302	779	1792
303	782	1791
304	784	1788
305	786	1784
306	790	1785
307	793	1782
308	796	1780
309	799	1779
310	803	1781
311	812	1791
312	816	1792
313	819	1789
314	822	1788
315	824	1784
316	827	1782
317	830	1780
318	832	1777
319	835	1774
320	838	1772
321	840	1769
322	842	1765
323	845	1764
324	847	1760
325	849	1756
326	851	1752
327	854	1750
328	856	1747
329	860	1746
330	862	1743
331	864	1739
332	867	1736
333	869	1734
334	872	1731
335	874	1727
336	876	1725
337	880	1724
338	882	1720
339	884	1717
340	887	1715
341	889	1712
342	892	1708
343	895	1707
344	897	1704
345	899	1700
346	902	1698
347	905	1695
348	907	1692
349	910	1690
350	912	1687
351	915	1685
352	918	1683
353	920	1680
354	923	1677
355	925	1674
356	928	1671
357	930	1668
358	933	1666
359	935	1663
360	938	1660
361	940	1657
362	943	1654
363	945	1652
364	948	1649
365	950	1646
366	953	1644
367	956	1641
368	959	1639
369	961	1636
370	963	1633
371	966	1631
372	968	1627
373	970	1624
374	973	1622
375	976	1620
376	978	1617
377	980	1613
378	983	1611
379	985	1608
380	987	1604
381	991	1603
382	993	1600
383	995	1596
384	999	1597
385	1003	1596
386	1007	1595
387	1009	1592
388	1012	1589
389	1014	1587
390	1017	1584
391	1019	1580
392	1022	1578
393	1024	1575
394	1025	1571
395	1028	1568
396	1031	1566
397	1032	1562
398	1034	1558
399	1037	1555
400	1039	1553
401	1042	1550
402	1045	1548
403	1048	1546
404	1051	1544
405	1054	1542
406	1057	1540
407	1059	1537
408	1061	1534
409	1063	1530
410	1065	1527
411	1067	1523
412	1071	1523
413	1074	1521
414	1078	1520
415	1080	1516
416	1082	1514
417	1086	1512
418	1088	1509
419	1090	1505
420	1093	1503
421	1095	1500
422	1098	1497
423	1100	1495
424	1103	1493
425	1106	1490
426	1108	1487
427	1112	1486
428	1114	1483
429	1116	1480
430	1119	1478
431	1121	1475
432	1124	1471
433	1127	1469
434	1129	1467
435	1131	1464
436	1135	1462
437	1137	1459
438	1139	1456
439	1142	1454
440	1144	1451
441	1146	1447
442	1148	1444
443	1151	1441
444	1165	1453
445	1169	1452
446	1174	1452
447	1179	1452
448	1184	1453
449	1190	1455
450	1196	1456
451	1199	1454
452	1202	1451
453	1204	1448
454	1206	1445
455	1210	1443
456	1212	1440
457	1214	1437
458	1216	1434
459	1218	1430
460	1220	1427
461	1223	1424
462	1225	1421
463	1227	1417
464	1229	1414
465	1232	1412
466	1234	1409
467	1237	1406
